width,n_hidden,N,D,C,batch_size,lr,steps,schedule,seed,init_loss,val_loss,iso_C
512,1,17409,16777216,1202691506176.0,256,0.0003086325050925,65536,cosine,0,0.993979880809784,0.0158569246903061,0.0
8,1,273,1024,1153024.0,256,0.0447545333117186,4,cosine,1,1.0194095468521118,0.5551632142066956,0.0
8,1,273,2048,2306048.0,256,0.0447545333117186,8,cosine,1,1.0194095468521118,0.3409344053268432,0.0
8,1,273,4096,4612096.0,256,0.0447545333117186,16,cosine,1,1.0194095468521118,0.2474409884214401,0.0
8,1,273,8192,9224192.0,256,0.0447545333117186,32,cosine,1,1.0194095468521118,0.2278505808115005,0.0
8,1,273,16384,18448384.0,256,0.0447545333117186,64,cosine,1,1.0194095468521118,0.2051863765716552,0.0
8,1,273,32768,36896768.0,256,0.0447545333117186,128,cosine,1,1.0194095468521118,0.1659824645519256,0.0
8,1,273,65536,73793536.0,256,0.0447545333117186,256,cosine,1,1.0194095468521118,0.1366191899776458,0.0
8,1,273,131072,147587072.0,256,0.0291810910356502,512,cosine,1,1.0194095468521118,0.1274808517098427,0.0
8,1,273,262144,295174144.0,256,0.0190268116103433,1024,cosine,1,1.0194095468521118,0.1215528643131256,0.0
8,1,273,524288,590348288.0,256,0.0124059638350471,2048,cosine,1,1.0194095468521118,0.1165616458654403,0.0
8,1,273,1048576,1180696576.0,256,0.0080890031303421,4096,cosine,1,1.0194095468521118,0.1138728952407837,0.0
8,1,273,2097152,2361393152.0,256,0.0052742352398157,8192,cosine,1,1.0194095468521118,0.1121395251154899,0.0
8,1,273,4194304,4722786304.0,256,0.0034389351712041,16384,cosine,1,1.0194095468521118,0.1113698354363441,0.0
8,1,273,8388608,9445572608.0,256,0.0022422729692576,32768,cosine,1,1.0194095468521118,0.1101486331224441,0.0
8,1,273,16777216,18891145216.0,256,0.0014620188571054,65536,cosine,1,1.0194095468521118,0.1098610183596611,0.0
12,1,409,1024,1726464.0,256,0.0384573098960098,4,cosine,1,1.1302073097229004,0.6590210294723511,0.0
12,1,409,2048,3452928.0,256,0.0384573098960098,8,cosine,1,1.1302073097229004,0.3708087301254272,0.0
12,1,409,4096,6905856.0,256,0.0384573098960098,16,cosine,1,1.1302073097229004,0.2427452600002289,0.0
12,1,409,8192,13811712.0,256,0.0384573098960098,32,cosine,1,1.1302073097229004,0.2168062424659729,0.0
12,1,409,16384,27623424.0,256,0.0384573098960098,64,cosine,1,1.1302073097229004,0.1931586062908172,0.0
12,1,409,32768,55246848.0,256,0.0384573098960098,128,cosine,1,1.1302073097229004,0.155083874464035,0.0
12,1,409,65536,110493696.0,256,0.0384573098960098,256,cosine,1,1.1302073097229004,0.1127194336056709,0.0
12,1,409,131072,220987392.0,256,0.0250751416229789,512,cosine,1,1.1302073097229004,0.0986207744479179,0.0
12,1,409,262144,441974784.0,256,0.0163496284350791,1024,cosine,1,1.1302073097229004,0.0916253721714019,0.0
12,1,409,524288,883949568.0,256,0.0106603724909845,2048,cosine,1,1.1302073097229004,0.0879707729816436,0.0
12,1,409,1048576,1767899136.0,256,0.0069508332924992,4096,cosine,1,1.1302073097229004,0.0850126019120216,0.0
12,1,409,2097152,3535798272.0,256,0.0045321196328716,8192,cosine,1,1.1302073097229004,0.0837023204565048,0.0
16,1,545,1024,2299904.0,256,0.034534392001995,4,cosine,1,1.0791230297088623,0.6172338223457337,0.0
16,1,545,2048,4599808.0,256,0.034534392001995,8,cosine,1,1.0791230297088623,0.3514144814014435,0.0
16,1,545,4096,9199616.0,256,0.034534392001995,16,cosine,1,1.0791230297088623,0.2325868254899978,0.0
16,1,545,8192,18399232.0,256,0.034534392001995,32,cosine,1,1.0791230297088623,0.2146669870615005,0.0
16,1,545,16384,36798464.0,256,0.034534392001995,64,cosine,1,1.0791230297088623,0.1804916059970855,0.0
16,1,545,32768,73596928.0,256,0.034534392001995,128,cosine,1,1.0791230297088623,0.1155231243371963,0.0
16,1,545,65536,147193856.0,256,0.034534392001995,256,cosine,1,1.0791230297088623,0.0857047086954116,0.0
16,1,545,131072,294387712.0,256,0.0225172996409544,512,cosine,1,1.0791230297088623,0.0675815476477146,0.0
16,1,545,262144,588775424.0,256,0.014681850576412,1024,cosine,1,1.0791230297088623,0.062413772791624,0.0
16,1,545,524288,1177550848.0,256,0.0095729390195631,2048,cosine,1,1.0791230297088623,0.0580003803968429,0.0
16,1,545,1048576,2355101696.0,256,0.0062417990835233,4096,cosine,1,1.0791230297088623,0.0559646992385387,0.0
16,1,545,2097152,4710203392.0,256,0.0040698113421024,8192,cosine,1,1.0791230297088623,0.0540222956240177,0.0
16,1,545,4194304,9420406784.0,256,0.0026536202365161,16384,cosine,1,1.0791230297088623,0.0529461114108562,0.0
16,1,545,8388608,18840813568.0,256,0.0017302277102629,32768,cosine,1,1.0791230297088623,0.0523836708068847,0.0
16,1,545,16777216,37681627136.0,256,0.0011281523588665,65536,cosine,1,1.0791230297088623,0.0514721891283989,0.0
24,1,817,1024,3446784.0,256,0.0296752019743048,4,cosine,1,0.9521294331550598,0.5028648173809052,0.0
24,1,817,2048,6893568.0,256,0.0296752019743048,8,cosine,1,0.9521294331550598,0.3066187596321106,0.0
24,1,817,4096,13787136.0,256,0.0296752019743048,16,cosine,1,0.9521294331550598,0.2361357009410858,0.0
24,1,817,8192,27574272.0,256,0.0296752019743048,32,cosine,1,0.9521294331550598,0.1924380159378051,0.0
24,1,817,16384,55148544.0,256,0.0296752019743048,64,cosine,1,0.9521294331550598,0.1460265612602234,0.0
24,1,817,32768,110297088.0,256,0.0296752019743048,128,cosine,1,0.9521294331550598,0.0873308724164962,0.0
24,1,817,65536,220594176.0,256,0.0296752019743048,256,cosine,1,0.9521294331550598,0.0568551255762577,0.0
24,1,817,131072,441188352.0,256,0.0193489844767692,512,cosine,1,0.9521294331550598,0.0486091098189353,0.0
24,1,817,262144,882376704.0,256,0.0126160287167187,1024,cosine,1,0.9521294331550598,0.0431503339111805,0.0
24,1,817,524288,1764753408.0,256,0.00822597076204,2048,cosine,1,0.9521294331550598,0.0396359248459339,0.0
24,1,817,1048576,3529506816.0,256,0.0053635416102268,4096,cosine,1,0.9521294331550598,0.0370139388740062,0.0
24,1,817,2097152,7059013632.0,256,0.0034971651902031,8192,cosine,1,0.9521294331550598,0.0355936942994594,0.0
32,1,1089,1024,4593664.0,256,0.0266481212671964,4,cosine,1,0.9929952716827392,0.4604220187664032,0.0
32,1,1089,2048,9187328.0,256,0.0266481212671964,8,cosine,1,0.9929952716827392,0.3114442324638367,0.0
32,1,1089,4096,18374656.0,256,0.0266481212671964,16,cosine,1,0.9929952716827392,0.2350733524560928,0.0
32,1,1089,8192,36749312.0,256,0.0266481212671964,32,cosine,1,0.9929952716827392,0.1810003018379211,0.0
32,1,1089,16384,73498624.0,256,0.0266481212671964,64,cosine,1,0.9929952716827392,0.1316945052146911,0.0
32,1,1089,32768,146997248.0,256,0.0266481212671964,128,cosine,1,0.9929952716827392,0.0776665902137756,0.0
32,1,1089,65536,293994496.0,256,0.0266481212671964,256,cosine,1,0.9929952716827392,0.0472835397720336,0.0
32,1,1089,131072,587988992.0,256,0.0173752510658733,512,cosine,1,0.9929952716827392,0.0401734544336795,0.0
32,1,1089,262144,1175977984.0,256,0.0113291044638771,1024,cosine,1,0.9929952716827392,0.036797205209732,0.0
32,1,1089,524288,2351955968.0,256,0.00738686350297,2048,cosine,1,0.9929952716827392,0.0344018919765949,0.0
32,1,1089,1048576,4703911936.0,256,0.0048164223911513,4096,cosine,1,0.9929952716827392,0.0327303504943847,0.0
32,1,1089,2097152,9407823872.0,256,0.0031404295802483,8192,cosine,1,0.9929952716827392,0.0314780773967504,0.0
32,1,1089,4194304,18815647744.0,256,0.0020476397515752,16384,cosine,1,0.9929952716827392,0.0303581377863884,0.0
32,1,1089,8388608,37631295488.0,256,0.0013351130617932,32768,cosine,1,0.9929952716827392,0.0296680165827274,0.0
32,1,1089,16777216,75262590976.0,256,0.0008705275849423,65536,cosine,1,0.9929952716827392,0.0290689731389284,0.0
48,1,1633,1024,6887424.0,256,0.0228985754489072,4,cosine,1,1.0608832931518557,0.5185705518722534,0.0
48,1,1633,2048,13774848.0,256,0.0228985754489072,8,cosine,1,1.0608832931518557,0.2868239378929138,0.0
48,1,1633,4096,27549696.0,256,0.0228985754489072,16,cosine,1,1.0608832931518557,0.2399771308898926,0.0
48,1,1633,8192,55099392.0,256,0.0228985754489072,32,cosine,1,1.0608832931518557,0.1877758747339248,0.0
48,1,1633,16384,110198784.0,256,0.0228985754489072,64,cosine,1,1.0608832931518557,0.1333970746397972,0.0
48,1,1633,32768,220397568.0,256,0.0228985754489072,128,cosine,1,1.0608832931518557,0.0594203455746173,0.0
48,1,1633,65536,440795136.0,256,0.0228985754489072,256,cosine,1,1.0608832931518557,0.0412051624059677,0.0
48,1,1633,131072,881590272.0,256,0.0149304520752605,512,cosine,1,1.0608832931518557,0.0365092514455318,0.0
48,1,1633,262144,1763180544.0,256,0.0097350335032431,1024,cosine,1,1.0608832931518557,0.034052582681179,0.0
48,1,1633,524288,3526361088.0,256,0.0063474887988354,2048,cosine,1,1.0608832931518557,0.0323672818392515,0.0
48,1,1633,1048576,7052722176.0,256,0.0041387237175834,4096,cosine,1,1.0608832931518557,0.0309378898143768,0.0
48,1,1633,2097152,14105444352.0,256,0.0026985528534733,8192,cosine,1,1.0608832931518557,0.0296346137672662,0.0
64,1,2177,1024,9181184.0,256,0.0205627586271152,4,cosine,1,1.0366754627227783,0.4219181036949158,0.0
64,1,2177,2048,18362368.0,256,0.0205627586271152,8,cosine,1,1.0366754627227783,0.2991892790794372,0.0
64,1,2177,4096,36724736.0,256,0.0205627586271152,16,cosine,1,1.0366754627227783,0.2332616543769836,0.0
64,1,2177,8192,73449472.0,256,0.0205627586271152,32,cosine,1,1.0366754627227783,0.171758005619049,0.0
64,1,2177,16384,146898944.0,256,0.0205627586271152,64,cosine,1,1.0366754627227783,0.108226323723793,0.0
64,1,2177,32768,293797888.0,256,0.0205627586271152,128,cosine,1,1.0366754627227783,0.0471886491775512,0.0
64,1,2177,65536,587595776.0,256,0.0205627586271152,256,cosine,1,1.0366754627227783,0.0373054130375385,0.0
64,1,2177,131072,1175191552.0,256,0.0134074402533169,512,cosine,1,1.0366754627227783,0.0351221861690282,0.0
64,1,2177,262144,2350383104.0,256,0.0087419911601366,1024,cosine,1,1.0366754627227783,0.0326765610277652,0.0
64,1,2177,524288,4700766208.0,256,0.0057,2048,cosine,1,1.0366754627227783,0.0320464337617158,0.0
64,1,2177,1048576,9401532416.0,256,0.0037165445954868,4096,cosine,1,1.0366754627227783,0.0303083362430334,0.0
64,1,2177,2097152,18803064832.0,256,0.0024232813561829,8192,cosine,1,1.0366754627227783,0.0289329124987125,0.0
64,1,2177,4194304,37606129664.0,256,0.0015800409171343,16384,cosine,1,1.0366754627227783,0.0272092895954847,0.0
64,1,2177,8388608,75212259328.0,256,0.0010302267598638,32768,cosine,1,1.0366754627227783,0.0255868446454405,0.0
64,1,2177,16777216,150424518656.0,256,0.0006717339818417,65536,cosine,1,1.0366754627227783,0.0242277842387557,0.0
96,1,3265,1024,13768704.0,256,0.0176694587636948,4,cosine,1,0.9530438280105592,0.3876632249355316,0.0
96,1,3265,2048,27537408.0,256,0.0176694587636948,8,cosine,1,0.9530438280105592,0.2819000577926636,0.0
96,1,3265,4096,55074816.0,256,0.0176694587636948,16,cosine,1,0.9530438280105592,0.2156575119495392,0.0
96,1,3265,8192,110149632.0,256,0.0176694587636948,32,cosine,1,0.9530438280105592,0.1572890377044677,0.0
96,1,3265,16384,220299264.0,256,0.0176694587636948,64,cosine,1,0.9530438280105592,0.0854195898771286,0.0
96,1,3265,32768,440598528.0,256,0.0176694587636948,128,cosine,1,0.9530438280105592,0.038899859637022,0.0
96,1,3265,65536,881197056.0,256,0.0176694587636948,256,cosine,1,0.9530438280105592,0.0351808296889066,0.0
96,1,3265,131072,1762394112.0,256,0.0115209353462085,512,cosine,1,0.9530438280105592,0.0327144230157136,0.0
96,1,3265,262144,3524788224.0,256,0.0075119421045448,1024,cosine,1,0.9530438280105592,0.0317109359800815,0.0
