D,seed,step,train,excess
10000,0,15730,0.0017161876894533,0.1379352211952209
10000,0,16617,0.0014748302055522,0.1368471384048462
10000,0,17555,0.0010612471960484,0.1340303122997284
10000,0,18546,0.0026901522651314,0.132151648402214
10000,0,19593,0.0013346540508791,0.1299723982810974
10000,0,20699,0.0006853594677522,0.1284041255712509
10000,0,21867,0.0010335055412724,0.1254323571920395
10000,0,23101,0.0008769970736466,0.1234167218208313
10000,0,24405,0.0011486356379464,0.1205692589282989
10000,0,25783,0.0004569054581224,0.1185386031866073
10000,0,27238,0.0008004296105355,0.1167509108781814
10000,0,28775,0.0007895830785855,0.1147782802581787
10000,0,30399,0.0010275969980284,0.1117761433124542
10000,0,32115,0.0009105665376409,0.1109022870659828
10000,0,33928,0.0005774864112026,0.1097249314188957
10000,0,35843,0.000386739935493,0.1077425628900528
10000,0,37866,0.0008070727344602,0.105396881699562
10000,0,40003,7.22100812708959e-05,0.1044741570949554
10000,0,42261,0.0005739909247495,0.1020122468471527
10000,0,44646,0.0003242531965952,0.1013939827680587
10000,0,47166,0.0007732288795523,0.1003389358520507
10000,0,49828,0.0004940298967994,0.0990191474556922
10000,0,52640,0.0004645307490136,0.097748152911663
10000,0,55611,0.0008880330133251,0.0963574349880218
10000,0,58750,0.0004000393382739,0.0945982113480568
10000,0,62066,0.0002165292244171,0.0936591401696205
10000,0,65569,0.0005749475676566,0.0928026139736175
10000,0,69270,0.0006155108567327,0.0923599228262901
10000,0,73180,0.0006079503800719,0.0910522118210792
10000,0,77310,0.0002874016063287,0.0903075188398361
10000,0,81673,0.0002845811541192,0.0892489105463028
10000,0,86283,0.0009198544430546,0.0887504667043685
10000,0,91153,0.0002020436222665,0.0880198776721954
10000,0,96298,0.0003704707196447,0.0870825052261352
10000,0,101733,0.000152866836288,0.0864422544836998
10000,0,107475,0.0002068766334559,0.085709124803543
10000,0,113541,0.0003306311555206,0.0857873633503913
10000,0,119949,0.0001640400005271,0.0849218219518661
10000,0,126719,0.0003003107849508,0.0848990157246589
10000,0,133871,0.0003953079576604,0.0839435830712318
10000,0,141427,0.0002133863454218,0.0835299119353294
10000,0,149409,0.0004762012104038,0.0831400975584983
10000,0,157842,0.0003235755430068,0.0826232656836509
10000,0,166751,0.0002289557160111,0.0824664905667305
10000,0,176162,0.0003093742125201,0.08214071393013
10000,0,186105,8.519957918906584e-05,0.0820293352007865
10000,0,196609,0.0005298518808558,0.0820901319384574
10000,0,207705,0.0002966174506582,0.0818090140819549
10000,0,219429,0.0004441412456799,0.0822949856519699
10000,0,231813,0.000494874024298,0.0819823592901229
10000,0,244897,0.0001108693686546,0.0813113376498222
10000,0,258719,0.0001315205008722,0.0811688527464866
10000,0,273321,0.0006724800332449,0.0819997489452362
10000,0,288748,0.0002391489688307,0.0814095512032508
10000,0,305045,0.0001320897426921,0.0814780592918396
10000,0,322262,0.0001242601138073,0.0814109817147255
10000,0,340450,0.0004426531668286,0.0813802853226661
10000,0,359666,0.000522129877936,0.0819973722100257
10000,0,379965,0.0002215069980593,0.0818932130932807
10000,0,401411,0.0001519728975836,0.0820928514003753
10000,0,424067,0.0001745665358612,0.0822987556457519
10000,0,448001,8.385324326809496e-05,0.0823266953229904
10000,0,473287,0.0001597181981196,0.082467496395111
10000,0,500000,3.905353878508322e-05,0.0827917978167533
10000,1,1,1.0943853855133057,0.9069142937660216
10000,1,2,1.021659016609192,0.8372003436088562
10000,1,3,0.9527052044868468,0.7706116437911987
10000,1,4,0.8858585953712463,0.7055529952049255
10000,1,5,0.8215464949607849,0.6432569622993469
10000,1,6,0.759371817111969,0.5830816626548767
10000,1,7,0.6997944116592407,0.5251402258872986
10000,1,8,0.6408697366714478,0.4678358733654022
10000,1,9,0.5843209624290466,0.412743866443634
10000,1,10,0.531325101852417,0.3608101308345794
10000,1,11,0.4853030145168304,0.3157647550106048
10000,1,12,0.4494378864765167,0.2808589935302734
10000,1,13,0.4249903261661529,0.2570139169692993
10000,1,14,0.4127644598484039,0.2454671412706375
10000,1,15,0.4115225076675415,0.2450363039970398
10000,1,16,0.4192078709602356,0.2536644637584686
10000,1,17,0.4310215711593628,0.2662546634674072
10000,1,18,0.4375393092632293,0.2732887864112854
10000,1,19,0.4369139671325683,0.2729509472846985
10000,1,20,0.4317256808280945,0.2680567800998688
10000,1,21,0.4213189482688904,0.2577303051948547
10000,1,22,0.4091104865074157,0.2456063777208328
10000,1,24,0.3883608281612396,0.2243876159191131
10000,1,25,0.3807773292064667,0.2167282104492187
10000,1,26,0.3753896355628967,0.2111785411834716
10000,1,28,0.3711780309677124,0.2065227329730987
10000,1,30,0.3703111708164215,0.2057692557573318
10000,1,31,0.3701029121875763,0.2056995928287506
10000,1,33,0.367577850818634,0.203626349568367
10000,1,35,0.3604736924171448,0.1975789070129394
10000,1,37,0.3521288335323334,0.1905750036239624
10000,1,39,0.3427407145500183,0.1833974123001098
10000,1,41,0.3388567864894867,0.1814661771059036
10000,1,44,0.3347912430763244,0.1798406988382339
10000,1,46,0.3311197161674499,0.1772120743989944
10000,1,49,0.3222378194332123,0.1692129075527191
10000,1,52,0.3141373991966247,0.1619006395339965
10000,1,55,0.3077902197837829,0.1552107483148574
10000,1,58,0.3033408522605896,0.1503282934427261
10000,1,61,0.2981047034263611,0.145229697227478
10000,1,64,0.29212287068367,0.1397707313299179
10000,1,68,0.2846516370773315,0.1338601857423782
10000,1,72,0.2759663462638855,0.1276485621929168
10000,1,76,0.2739754915237427,0.1270831674337387
10000,1,80,0.2660535275936126,0.1191202029585838
10000,1,85,0.2697006165981293,0.1217501983046531
10000,1,90,0.2567728459835052,0.1110895127058029
10000,1,95,0.2456701099872589,0.1006716340780258
10000,1,100,0.2414026409387588,0.0974623262882232
10000,1,106,0.2300807684659958,0.0877133086323738
10000,1,112,0.228331834077835,0.0879652053117752
10000,1,118,0.2158281207084655,0.0766891911625862
10000,1,125,0.2152675241231918,0.0767077356576919
10000,1,132,0.206367090344429,0.0691269561648368
10000,1,139,0.2046101242303848,0.0673726573586463
10000,1,147,0.2011501044034958,0.0650807544589042
10000,1,156,0.1929728835821151,0.0576062239706516
10000,1,165,0.192927211523056,0.0565717406570911
10000,1,174,0.1893511414527893,0.0551620572805404
10000,1,184,0.1858156323432922,0.0541746169328689
10000,1,194,0.1859733313322067,0.0542506538331508
10000,1,205,0.1848845034837722,0.0528685376048088
10000,1,217,0.1844812184572219,0.049767930060625
10000,1,229,0.1800043433904647,0.0472336634993553
10000,1,242,0.1916038393974304,0.0600940212607383
10000,1,256,0.1857933402061462,0.0538440234959125
10000,1,270,0.1741624176502227,0.042554136365652
10000,1,285,0.1793926507234573,0.0476445481181144
10000,1,301,0.1701958924531936,0.039554089307785
10000,1,318,0.1680823266506195,0.0405619479715824
10000,1,336,0.1702781170606613,0.0415604561567306
10000,1,355,0.1708572059869766,0.042845569550991
10000,1,376,0.1717880666255951,0.0448141917586326
10000,1,397,0.167120411992073,0.0431263260543346
10000,1,419,0.1664216220378875,0.0418904535472393
10000,1,443,0.1821601241827011,0.0588180534541606
10000,1,468,0.1621755361557006,0.0392174832522869
10000,1,494,0.1632855534553527,0.0425545424222946
10000,1,522,0.1670311987400055,0.0483547523617744
10000,1,552,0.1612680405378341,0.0426655746996402
10000,1,583,0.1543422639369964,0.0379620008170604
10000,1,616,0.1555339097976684,0.041309654712677
10000,1,651,0.1525270789861679,0.0398446917533874
10000,1,687,0.1563206613063812,0.046428594738245
10000,1,726,0.1526655256748199,0.0445928126573562
10000,1,767,0.1520808786153793,0.0444734469056129
10000,1,811,0.15004363656044,0.0471277981996536
10000,1,856,0.1422749161720276,0.0409089103341102
10000,1,905,0.139852836728096,0.0455462634563446
10000,1,956,0.1332676708698272,0.0460427515208721
10000,1,1010,0.1321936994791031,0.0469218678772449
10000,1,1067,0.1351505517959594,0.0571684949100017
10000,1,1127,0.1259584426879882,0.057049460709095
10000,1,1191,0.1181900724768638,0.0558395162224769
10000,1,1258,0.1148750633001327,0.0584679841995239
10000,1,1329,0.1105983629822731,0.0639795213937759
10000,1,1404,0.1078008562326431,0.0719724148511886
10000,1,1483,0.1004074364900589,0.0750976055860519
10000,1,1567,0.0947780311107635,0.0790854394435882
10000,1,1656,0.0855022892355918,0.0827889442443847
10000,1,1749,0.0766954272985458,0.0871625244617462
10000,1,1848,0.0773250460624694,0.0983710289001464
10000,1,1952,0.0643851310014724,0.0989740043878555
10000,1,2062,0.0592986494302749,0.1084354370832443
10000,1,2179,0.0520195551216602,0.1135540157556533
10000,1,2302,0.0448535270988941,0.1234436333179473
10000,1,2432,0.0377265810966491,0.1309605240821838
10000,1,2569,0.0340833589434623,0.1419181078672409
10000,1,2714,0.0256345886737108,0.1473078280687332
10000,1,2867,0.0207905527204275,0.1569842249155044
10000,1,3029,0.0171812046319246,0.1670383214950561
10000,1,3200,0.0127958310768008,0.1756762862205505
10000,1,3381,0.0096821077167987,0.1801977008581161
10000,1,3572,0.0071456106379628,0.1873355209827423
10000,1,3773,0.0056889350526034,0.1942601501941681
10000,1,3986,0.0035285255871713,0.1978435814380645
10000,1,4211,0.0031268498860299,0.202177956700325
10000,1,4449,0.0019015644211322,0.2048031836748123
10000,1,4700,0.0016328616766259,0.205477699637413
10000,1,4965,0.0019404651829972,0.2066107243299484
10000,1,5246,0.0029218064155429,0.2081044018268585
10000,1,5542,0.0031393731478601,0.200990080833435
10000,1,5854,0.007835098542273,0.1958129405975341
10000,1,6185,0.0010131027083843,0.1990847736597061
10000,1,6534,0.0010254232911393,0.1989683955907821
10000,1,6903,0.0065383622422814,0.1944834440946579
10000,1,7292,0.0034155768807977,0.1931126117706298
10000,1,7704,0.0016167730791494,0.1899542510509491
10000,1,8139,0.0029500378295779,0.1891779899597168
10000,1,8598,0.0033418629318475,0.1804759502410888
10000,1,9084,0.0013986923731863,0.1826726794242859
10000,1,9596,0.0014104559086263,0.1807556599378585
10000,1,10138,0.0013789663789793,0.1764092147350311
10000,1,10710,0.0023214372340589,0.1739156693220138
10000,1,11315,0.0010335487313568,0.1709715127944946
10000,1,11953,0.0018588119419291,0.1686822772026062
10000,1,12628,0.0014966571470722,0.1652274131774902
10000,1,13341,0.0018931708764284,0.1620810031890869
10000,1,14094,0.0033827139995992,0.1610541939735412
10000,1,14889,0.0029776101000607,0.158119797706604
10000,1,15730,0.001785023137927,0.1554614007472992
10000,1,16617,0.0017077224329113,0.1532712578773498
10000,1,17555,0.001844506827183,0.1496558934450149
10000,1,18546,0.0011235495330765,0.1478892713785171
10000,1,19593,0.0008247258374467,0.1455428898334503
10000,1,20699,0.0004578783409669,0.1422463953495025
10000,1,21867,0.001272254041396,0.1409939974546432
10000,1,23101,0.0014425130793824,0.1378786116838455
10000,1,24405,0.0015874839155003,0.136237695813179
10000,1,25783,0.0008857728098519,0.133451297879219
10000,1,27238,0.0010839957976713,0.1323971003293991
10000,1,28775,0.0025225833524018,0.1295392513275146
10000,1,30399,0.0014242543838918,0.1275879889726638
10000,1,32115,0.0004448706749826,0.1258145123720169
10000,1,33928,0.0012741123791784,0.1240579187870025
10000,1,35843,0.0013792177196592,0.122408203780651
10000,1,37866,0.0006116622244007,0.1211473122239112
10000,1,40003,0.0005792600568383,0.1183278709650039
10000,1,42261,0.0006949807284399,0.1167008429765701
10000,1,44646,0.0006042995373718,0.1156077533960342
10000,1,47166,0.0006323035922832,0.1138059496879577
10000,1,49828,0.0009345010039396,0.1128597632050514
10000,1,52640,0.0009218067862093,0.111613243818283
10000,1,55611,0.0001254494709428,0.1099027693271637
10000,1,58750,0.0014008817961439,0.1088081821799278
10000,1,62066,0.0006300980458036,0.1078252866864204
10000,1,65569,0.0002688017848413,0.1066633239388465
10000,1,69270,0.0001338953006779,0.1053368896245956
10000,1,73180,0.0002597159764263,0.1039110869169235
10000,1,77310,0.0003315041831228,0.1032306253910064
10000,1,81673,0.0003436211554799,0.1032563149929046
10000,1,86283,0.0006823089788667,0.1028906553983688
10000,1,91153,0.0006738334195688,0.1018052846193313
10000,1,96298,0.0003207267436664,0.1005790680646896
10000,1,101733,0.0007194561185315,0.0998030975461006
10000,1,107475,0.0004264509771019,0.0985465794801712
10000,1,113541,0.0001593710039742,0.0978707373142242
10000,1,119949,0.0002159719297196,0.0976791232824325
10000,1,126719,0.0002027815353358,0.0970546975731849
10000,1,133871,0.0001522727252449,0.096348613500595
10000,1,141427,0.0001249137130798,0.0959160923957824
10000,1,149409,0.0003590278793126,0.0957186892628669
10000,1,157842,0.0003958602319471,0.0951605960726738
10000,1,166751,0.0005623082979582,0.0951539129018783
10000,1,176162,0.0001117249339586,0.0944283902645111
10000,1,186105,0.000270054617431,0.0935398712754249
10000,1,196609,0.0003899137955158,0.0934662818908691
10000,1,207705,1.8275783077115193e-05,0.0928404331207275
10000,1,219429,0.0001229956105817,0.0927218273282051
10000,1,231813,0.0003625680110417,0.0929428339004516
10000,1,244897,0.0001806897198548,0.0925726518034935
10000,1,258719,0.0001946469565154,0.0921756252646446
10000,1,273321,7.934508175821975e-05,0.0919003337621688
10000,1,288748,0.0001870482956292,0.0917139276862144
10000,1,305045,0.0002976011892315,0.0921334326267242
10000,1,322262,0.0004738733696285,0.0920466929674148
10000,1,340450,0.0004178506787866,0.0913097560405731
10000,1,359666,0.0001431118434993,0.0914124995470047
10000,1,379965,0.0001585943391546,0.0917349755764007
10000,1,401411,0.0001620445109438,0.0911795794963836
10000,1,424067,0.0002132571680704,0.0914987325668335
10000,1,448001,0.0004052795993629,0.0911980345845222
10000,1,473287,4.730137879960239e-05,0.0914201959967613
10000,1,500000,0.0001079085850506,0.0913426801562309
